usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;Index;Annee_naissance;Enfnat_en_conduite;Presence_enfant;plage_revenu;Valeur_residence;Point_perdu
Private;z_SUV;no;8;1.0;Highly Urban/ Urban;06/11/2020;complet;dev_integral;186;1979;Oui;Oui;25k-50k€;75-150k€;4-8pts
Private;Minivan;no;0;8.0;Highly Urban/ Urban;12/07/2020;complet;dev_express;187;1958;Non;Oui;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;0;10.0;Highly Urban/ Urban;17/10/2019;complet;dev_integral;188;1934;Non;Oui;50k-75k€;+200k€;0-4pts
Private;Minivan;yes;2;10.0;Highly Urban/ Urban;31/08/2020;complet;dev_integral;189;1987;Non;Oui;75k-100k€;+200k€;0-4pts
Commercial;Pickup;yes;6;1.0;Highly Urban/ Urban;05/06/2019;complet;dev_integral;190;1975;Non;Non;25k-50k€;150-200k€;4-8pts
Private;Minivan;yes;1;;z_Highly Rural/ Rural;13/04/2022;complet;dev_express;191;1957;Non;Non;-;-;0-4pts
Private;Sports Car;no;0;1.0;z_Highly Rural/ Rural;22/03/2022;complet;dev_integral;192;1998;Non;Non;25k-50k€;0-75k€;0-4pts
Commercial;Pickup;no;2;16.0;Highly Urban/ Urban;05/01/2020;complet;dev_integral;193;1956;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;Minivan;no;0;18.0;Highly Urban/ Urban;26/03/2019;complet;dev_integral;194;1952;Non;Non;50k-75k€;0-75k€;0-4pts
Private;z_SUV;no;4;1.0;Highly Urban/ Urban;06/02/2021;complet;dev_express;195;2010;Non;Non;25k-50k€;75-150k€;0-4pts
Private;Sports Car;no;0;17.0;Highly Urban/ Urban;20/01/2021;complet;dev_integral;196;1986;Non;Non;+100k€;0-75k€;0-4pts
Private;Minivan;no;5;4.0;Highly Urban/ Urban;12/09/2020;complet;dev_express;197;1968;Non;Non;50k-75k€;+200k€;4-8pts
Commercial;Van;no;0;1.0;z_Highly Rural/ Rural;28/06/2020;complet;dev_express;198;2009;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;0;11.0;z_Highly Rural/ Rural;23/10/2020;complet;dev_express;199;1952;Non;Non;+100k€;+200k€;0-4pts
Commercial;Panel Truck;yes;3;1.0;z_Highly Rural/ Rural;22/03/2021;complet;dev_express;200;1955;Non;Non;50k-75k€;0-75k€;0-4pts
Private;Sports Car;no;4;7.0;Highly Urban/ Urban;23/11/2019;incomplet;dev_express;201;1952;Non;Non;25k-50k€;75-150k€;0-4pts
Private;z_SUV;no;0;9.0;Highly Urban/ Urban;22/03/2019;incomplet;dev_integral;202;1954;Non;Non;0-25k€;75-150k€;0-4pts
Private;Sports Car;no;2;7.0;z_Highly Rural/ Rural;21/11/2021;complet;dev_premium;203;1992;Oui;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;0;7.0;Highly Urban/ Urban;19/02/2021;complet;dev_integral;204;2013;Non;Non;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;0;9.0;z_Highly Rural/ Rural;26/06/2020;complet;dev_express;205;1980;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Minivan;no;0;1.0;Highly Urban/ Urban;15/07/2020;incomplet;dev_express;206;1932;Oui;Oui;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;0;9.0;z_Highly Rural/ Rural;30/04/2020;incomplet;dev_express;207;1974;Non;Non;0-25k€;150-200k€;0-4pts
Private;Minivan;yes;1;5.0;Highly Urban/ Urban;07/10/2020;complet;dev_integral;208;1934;Non;Oui;25k-50k€;+200k€;0-4pts
Private;z_SUV;no;6;9.0;Highly Urban/ Urban;24/03/2020;complet;dev_integral;209;1935;Oui;Oui;0-25k€;0-75k€;4-8pts
Commercial;Panel Truck;no;3;19.0;Highly Urban/ Urban;04/11/2019;incomplet;dev_integral;210;1985;Non;Non;+100k€;+200k€;0-4pts
Private;Sports Car;no;3;1.0;z_Highly Rural/ Rural;13/05/2019;complet;dev_express;211;1976;Non;Non;50k-75k€;+200k€;0-4pts
Private;Van;no;2;19.0;z_Highly Rural/ Rural;07/11/2019;complet;dev_integral;212;1969;Non;Non;50k-75k€;+200k€;0-4pts
Private;Sports Car;no;5;1.0;Highly Urban/ Urban;03/09/2020;complet;dev_premium;213;1951;Non;Non;0-25k€;150-200k€;4-8pts
Private;z_SUV;no;3;5.0;Highly Urban/ Urban;28/08/2021;complet;dev_express;214;1934;Non;Non;75k-100k€;+200k€;0-4pts
Commercial;Minivan;yes;0;;Highly Urban/ Urban;19/10/2020;complet;dev_express;215;1978;Non;Non;0-25k€;150-200k€;0-4pts
Commercial;Pickup;no;0;6.0;Highly Urban/ Urban;06/01/2021;complet;dev_express;216;1961;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;no;0;13.0;z_Highly Rural/ Rural;20/12/2020;complet;dev_express;217;1973;Non;Oui;50k-75k€;150-200k€;0-4pts
Private;z_SUV;no;5;;Highly Urban/ Urban;22/04/2022;complet;dev_integral;218;1978;Non;Non;75k-100k€;+200k€;4-8pts
Commercial;Pickup;no;0;1.0;z_Highly Rural/ Rural;29/06/2021;incomplet;dev_premium;219;1967;Non;Oui;50k-75k€;150-200k€;0-4pts
Private;Minivan;no;0;15.0;z_Highly Rural/ Rural;20/03/2021;complet;dev_premium;220;1941;Non;Non;75k-100k€;+200k€;0-4pts
Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;10/11/2021;complet;dev_premium;221;1937;Non;Non;25k-50k€;+200k€;0-4pts
Private;Sports Car;no;0;7.0;Highly Urban/ Urban;03/04/2021;complet;dev_premium;222;1944;Non;Oui;25k-50k€;0-75k€;0-4pts
Commercial;Pickup;no;0;10.0;Highly Urban/ Urban;24/04/2021;complet;dev_express;223;2012;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;no;0;17.0;z_Highly Rural/ Rural;23/09/2021;complet;dev_integral;224;1931;Non;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;5;10.0;Highly Urban/ Urban;20/09/2020;complet;dev_integral;225;1967;Oui;Oui;-;0-75k€;4-8pts
Private;z_SUV;no;0;10.0;Highly Urban/ Urban;04/11/2020;incomplet;dev_express;226;1973;Non;Oui;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;23/03/2022;complet;dev_vip;227;1969;Non;Non;50k-75k€;150-200k€;0-4pts
Private;Van;no;2;10.0;Highly Urban/ Urban;26/10/2021;complet;dev_express;228;2007;Oui;Oui;+100k€;+200k€;0-4pts
Private;Minivan;yes;0;1.0;Highly Urban/ Urban;22/12/2021;complet;dev_express;229;1951;Non;Non;75k-100k€;+200k€;0-4pts
Private;Pickup;no;0;6.0;z_Highly Rural/ Rural;18/09/2020;incomplet;dev_express;230;2010;Non;Non;75k-100k€;0-75k€;0-4pts
Commercial;z_SUV;no;0;1.0;z_Highly Rural/ Rural;18/05/2020;complet;dev_integral;231;1970;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Pickup;no;0;8.0;Highly Urban/ Urban;03/05/2019;complet;dev_express;232;1950;Non;Non;+100k€;+200k€;0-4pts
Private;Van;no;0;1.0;Highly Urban/ Urban;22/10/2019;incomplet;dev_premium;233;1973;Non;Non;75k-100k€;+200k€;0-4pts
Private;Sports Car;no;0;1.0;Highly Urban/ Urban;23/06/2021;incomplet;dev_express;234;1995;Non;Oui;75k-100k€;+200k€;0-4pts
Commercial;Panel Truck;yes;0;20.0;Highly Urban/ Urban;21/03/2022;incomplet;dev_integral;235;2011;Non;Oui;25k-50k€;+200k€;0-4pts
Private;z_SUV;no;0;6.0;Highly Urban/ Urban;05/11/2019;complet;dev_express;236;1964;Non;Non;-;150-200k€;0-4pts
Commercial;Minivan;no;3;1.0;Highly Urban/ Urban;16/12/2019;complet;dev_premium;237;2021;Non;Non;-;+200k€;0-4pts
Private;z_SUV;no;0;7.0;Highly Urban/ Urban;28/01/2021;complet;dev_express;238;1988;Non;Non;25k-50k€;75-150k€;0-4pts
Commercial;Panel Truck;no;3;14.0;Highly Urban/ Urban;13/04/2020;complet;dev_integral;239;1949;Non;Non;75k-100k€;0-75k€;0-4pts
Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;16/01/2021;complet;dev_express;240;2001;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;z_SUV;no;0;8.0;Highly Urban/ Urban;12/06/2021;complet;dev_express;241;2004;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;z_SUV;no;2;14.0;Highly Urban/ Urban;24/06/2019;incomplet;dev_express;242;1963;Non;Non;+100k€;-;0-4pts
Commercial;Pickup;yes;0;23.0;Highly Urban/ Urban;19/02/2020;complet;dev_express;243;2019;Non;Oui;75k-100k€;+200k€;0-4pts
Private;Van;no;0;18.0;Highly Urban/ Urban;08/04/2020;complet;dev_integral;244;1958;Non;Non;75k-100k€;+200k€;0-4pts
Commercial;Minivan;yes;0;1.0;Highly Urban/ Urban;13/11/2021;complet;dev_integral;245;1943;Non;Oui;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;0;17.0;Highly Urban/ Urban;12/02/2022;complet;dev_premium;246;2006;Non;Non;+100k€;+200k€;0-4pts
Commercial;Van;no;1;13.0;Highly Urban/ Urban;03/02/2021;complet;dev_express;247;1942;Non;Non;75k-100k€;+200k€;0-4pts
Commercial;Minivan;yes;0;7.0;Highly Urban/ Urban;30/07/2021;complet;dev_express;248;1965;Oui;Oui;50k-75k€;+200k€;0-4pts
Private;Sports Car;no;5;8.0;Highly Urban/ Urban;15/06/2019;complet;dev_express;249;1945;Non;Non;75k-100k€;0-75k€;4-8pts
Commercial;Pickup;no;2;17.0;Highly Urban/ Urban;26/03/2020;complet;dev_express;250;1990;Non;Non;+100k€;+200k€;0-4pts
Commercial;Pickup;yes;0;8.0;z_Highly Rural/ Rural;23/06/2019;complet;dev_express;251;1969;Non;Non;0-25k€;150-200k€;0-4pts
Private;Minivan;no;1;1.0;z_Highly Rural/ Rural;05/10/2019;complet;dev_integral;252;1968;Non;Non;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;0;1.0;Highly Urban/ Urban;03/04/2021;incomplet;dev_integral;253;1964;Non;Non;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;5;17.0;Highly Urban/ Urban;25/05/2019;incomplet;dev_premium;254;1969;Non;Non;0-25k€;75-150k€;4-8pts
Commercial;Pickup;no;0;16.0;Highly Urban/ Urban;22/07/2021;complet;dev_express;255;1958;Oui;Oui;+100k€;0-75k€;0-4pts
Commercial;Pickup;yes;0;15.0;Highly Urban/ Urban;11/10/2021;complet;dev_integral;256;1977;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;0;;Highly Urban/ Urban;23/06/2021;complet;dev_express;257;1961;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;14/01/2022;complet;dev_express;258;1974;Non;Oui;25k-50k€;150-200k€;0-4pts
Commercial;Minivan;yes;6;5.0;z_Highly Rural/ Rural;09/04/2022;complet;dev_integral;259;1984;Non;Oui;25k-50k€;0-75k€;4-8pts
Private;Pickup;yes;0;;Highly Urban/ Urban;25/08/2020;complet;dev_express;260;2000;Non;Non;0-25k€;0-75k€;0-4pts
Private;Minivan;no;1;5.0;z_Highly Rural/ Rural;16/10/2021;complet;dev_express;261;1944;Non;Oui;75k-100k€;+200k€;0-4pts
Commercial;Minivan;no;1;12.0;Highly Urban/ Urban;25/03/2020;complet;dev_integral;262;1975;Non;Non;25k-50k€;0-75k€;0-4pts
Private;z_SUV;no;0;10.0;Highly Urban/ Urban;10/09/2020;complet;dev_integral;263;2005;Non;Non;25k-50k€;-;0-4pts
Commercial;Minivan;no;2;9.0;Highly Urban/ Urban;04/04/2021;complet;dev_integral;264;1961;Non;Non;-;+200k€;0-4pts
Private;z_SUV;no;3;9.0;Highly Urban/ Urban;23/03/2022;complet;dev_express;265;1957;Non;Non;+100k€;0-75k€;0-4pts
Private;Minivan;yes;0;8.0;Highly Urban/ Urban;27/08/2020;incomplet;dev_premium;266;1971;Non;Oui;75k-100k€;+200k€;0-4pts
Private;Minivan;yes;0;4.0;z_Highly Rural/ Rural;20/10/2021;complet;dev_integral;267;1959;Non;Non;75k-100k€;0-75k€;0-4pts
Private;z_SUV;no;0;7.0;Highly Urban/ Urban;03/11/2020;complet;dev_express;268;2018;Non;Oui;25k-50k€;0-75k€;0-4pts
Commercial;Pickup;no;0;1.0;z_Highly Rural/ Rural;18/06/2021;complet;dev_premium;269;1995;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Van;yes;0;12.0;Highly Urban/ Urban;22/07/2020;complet;dev_express;270;1951;Oui;Oui;50k-75k€;0-75k€;0-4pts
Private;z_SUV;no;2;6.0;z_Highly Rural/ Rural;04/02/2022;complet;dev_premium;271;2018;Non;Non;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;17/12/2021;complet;dev_integral;272;2014;Oui;Oui;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;0;9.0;Highly Urban/ Urban;16/01/2020;complet;dev_premium;273;2011;Non;Non;25k-50k€;75-150k€;0-4pts
Commercial;z_SUV;no;0;13.0;Highly Urban/ Urban;29/05/2019;complet;dev_integral;274;1963;Non;Oui;50k-75k€;0-75k€;0-4pts
Private;Sports Car;no;0;12.0;Highly Urban/ Urban;05/02/2022;complet;dev_express;275;1978;Oui;Oui;50k-75k€;+200k€;0-4pts
Commercial;Minivan;yes;1;15.0;Highly Urban/ Urban;06/10/2019;complet;dev_integral;276;2011;Non;Non;75k-100k€;+200k€;0-4pts
Commercial;Panel Truck;yes;1;1.0;Highly Urban/ Urban;23/08/2021;complet;dev_premium;277;1954;Non;Non;0-25k€;0-75k€;0-4pts
Private;Minivan;no;1;11.0;Highly Urban/ Urban;11/11/2019;complet;dev_express;278;1954;Oui;Oui;0-25k€;0-75k€;0-4pts
Commercial;Pickup;no;3;8.0;Highly Urban/ Urban;28/09/2021;complet;dev_express;279;2002;Oui;Oui;25k-50k€;75-150k€;0-4pts
Private;Pickup;no;7;11.0;Highly Urban/ Urban;22/05/2020;incomplet;dev_integral;280;2017;Non;Non;75k-100k€;0-75k€;4-8pts
Commercial;Pickup;no;7;1.0;Highly Urban/ Urban;28/11/2019;incomplet;dev_integral;281;1954;Oui;Oui;25k-50k€;150-200k€;4-8pts
Commercial;Van;no;0;13.0;Highly Urban/ Urban;09/05/2019;complet;dev_premium;282;2009;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;yes;8;1.0;Highly Urban/ Urban;11/12/2020;complet;dev_integral;283;2011;Non;Non;25k-50k€;0-75k€;4-8pts
Private;Minivan;yes;0;8.0;Highly Urban/ Urban;13/12/2020;complet;dev_integral;284;1955;Non;Non;50k-75k€;0-75k€;0-4pts
Private;Sports Car;yes;0;14.0;Highly Urban/ Urban;25/10/2020;complet;dev_integral;285;2001;Non;Non;75k-100k€;+200k€;0-4pts
Commercial;Pickup;no;0;4.0;z_Highly Rural/ Rural;29/04/2019;complet;dev_integral;286;1973;Non;Non;25k-50k€;0-75k€;0-4pts
Commercial;Sports Car;no;0;8.0;Highly Urban/ Urban;16/03/2021;complet;dev_premium;287;1951;Non;Non;75k-100k€;+200k€;0-4pts
Private;Minivan;yes;1;12.0;Highly Urban/ Urban;05/08/2020;complet;dev_integral;288;1949;Non;Non;75k-100k€;0-75k€;0-4pts
Commercial;Van;no;3;;Highly Urban/ Urban;20/04/2020;complet;dev_express;289;1933;Non;Non;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;8;9.0;Highly Urban/ Urban;16/09/2019;complet;dev_integral;290;1960;Non;Non;50k-75k€;+200k€;4-8pts
Private;Minivan;no;2;20.0;Highly Urban/ Urban;03/08/2021;complet;dev_integral;291;1960;Non;Oui;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;17.0;z_Highly Rural/ Rural;10/07/2020;complet;dev_integral;292;1950;Non;Non;+100k€;+200k€;0-4pts
Commercial;Panel Truck;yes;1;11.0;Highly Urban/ Urban;23/09/2020;incomplet;dev_express;293;1980;Oui;Oui;50k-75k€;0-75k€;0-4pts
Commercial;Pickup;yes;5;6.0;z_Highly Rural/ Rural;09/06/2021;complet;dev_express;294;1996;Oui;Oui;-;0-75k€;4-8pts
Commercial;Minivan;yes;0;3.0;Highly Urban/ Urban;02/03/2021;incomplet;dev_integral;295;2022;Non;Oui;75k-100k€;+200k€;0-4pts
Private;Sports Car;yes;4;5.0;Highly Urban/ Urban;04/03/2021;complet;dev_express;296;1992;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Minivan;yes;2;18.0;Highly Urban/ Urban;11/10/2021;incomplet;dev_integral;297;1993;Non;Non;+100k€;0-75k€;0-4pts
Private;z_SUV;no;5;1.0;Highly Urban/ Urban;17/04/2020;complet;dev_express;298;1987;Non;Oui;75k-100k€;+200k€;4-8pts
Private;z_SUV;no;0;17.0;Highly Urban/ Urban;08/12/2019;complet;dev_vip;299;1961;Non;Non;+100k€;-;0-4pts
Commercial;Panel Truck;yes;4;20.0;Highly Urban/ Urban;11/10/2019;complet;dev_express;300;1966;Non;Non;+100k€;0-75k€;0-4pts
Private;z_SUV;no;0;;Highly Urban/ Urban;18/04/2019;incomplet;dev_express;301;1951;Non;Non;0-25k€;150-200k€;0-4pts
Private;z_SUV;no;6;14.0;Highly Urban/ Urban;11/04/2020;complet;dev_express;302;1951;Non;Non;50k-75k€;0-75k€;4-8pts
Private;Pickup;yes;0;14.0;Highly Urban/ Urban;16/07/2019;complet;dev_integral;303;1982;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;06/04/2019;complet;dev_premium;304;1989;Non;Non;0-25k€;0-75k€;0-4pts
Private;Minivan;no;1;14.0;Highly Urban/ Urban;01/12/2021;incomplet;dev_integral;305;1969;Non;Non;75k-100k€;+200k€;0-4pts
Private;Sports Car;no;2;11.0;Highly Urban/ Urban;19/07/2019;incomplet;dev_integral;306;1979;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;z_SUV;no;9;9.0;Highly Urban/ Urban;21/03/2020;complet;dev_integral;307;2001;Non;Oui;50k-75k€;+200k€;8-12pts
Private;z_SUV;no;1;1.0;Highly Urban/ Urban;14/02/2020;complet;dev_integral;308;1984;Non;Oui;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;09/05/2019;complet;dev_express;309;1954;Non;Non;-;0-75k€;0-4pts
Commercial;Panel Truck;no;4;;Highly Urban/ Urban;18/07/2020;complet;dev_premium;310;1999;Non;Non;75k-100k€;0-75k€;0-4pts
Private;Sports Car;no;2;8.0;Highly Urban/ Urban;06/05/2020;complet;dev_express;311;1999;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;z_SUV;no;0;10.0;Highly Urban/ Urban;10/08/2019;complet;dev_integral;312;1979;Oui;Oui;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;1;10.0;Highly Urban/ Urban;05/12/2021;complet;dev_integral;313;1972;Oui;Oui;75k-100k€;0-75k€;0-4pts
Private;z_SUV;no;3;8.0;z_Highly Rural/ Rural;09/04/2020;complet;dev_integral;314;1964;Oui;Oui;0-25k€;75-150k€;0-4pts
Private;Sports Car;no;0;10.0;z_Highly Rural/ Rural;26/12/2020;complet;dev_premium;315;1989;Oui;Oui;50k-75k€;+200k€;0-4pts
Commercial;Minivan;no;3;12.0;Highly Urban/ Urban;24/02/2020;complet;dev_integral;316;2021;Oui;Oui;50k-75k€;150-200k€;0-4pts
Commercial;Pickup;yes;5;1.0;z_Highly Rural/ Rural;09/08/2021;complet;dev_integral;317;1949;Non;Oui;25k-50k€;0-75k€;4-8pts
Commercial;Panel Truck;yes;4;18.0;Highly Urban/ Urban;29/11/2020;complet;dev_integral;318;2013;Non;Non;50k-75k€;150-200k€;0-4pts
Private;z_SUV;no;0;14.0;z_Highly Rural/ Rural;04/07/2021;complet;dev_express;319;2012;Non;Non;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;1;10.0;Highly Urban/ Urban;17/06/2020;incomplet;dev_integral;320;2010;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;0;9.0;Highly Urban/ Urban;08/02/2022;complet;dev_integral;321;1954;Non;Non;0-25k€;75-150k€;0-4pts
Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;26/04/2019;incomplet;dev_integral;322;2019;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;z_SUV;no;8;1.0;Highly Urban/ Urban;30/06/2019;complet;dev_premium;323;2019;Non;Oui;50k-75k€;-;4-8pts
Commercial;Van;yes;1;21.0;Highly Urban/ Urban;17/09/2021;complet;dev_express;324;1983;Non;Non;75k-100k€;0-75k€;0-4pts
Private;Minivan;no;2;10.0;Highly Urban/ Urban;31/10/2020;complet;dev_integral;325;1931;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Sports Car;no;4;1.0;Highly Urban/ Urban;03/07/2020;complet;dev_integral;326;2016;Non;Oui;50k-75k€;0-75k€;0-4pts
Private;Pickup;no;3;1.0;Highly Urban/ Urban;09/01/2020;complet;dev_express;327;1962;Oui;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;0;9.0;Highly Urban/ Urban;06/07/2021;complet;dev_express;328;1933;Non;Non;-;75-150k€;0-4pts
Commercial;Pickup;no;2;17.0;Highly Urban/ Urban;26/11/2019;complet;dev_express;329;1954;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;24/08/2020;complet;dev_integral;330;1950;Non;Oui;50k-75k€;+200k€;0-4pts
Private;Minivan;no;6;8.0;Highly Urban/ Urban;08/08/2019;complet;dev_express;331;1940;Non;Non;+100k€;0-75k€;4-8pts
Private;Minivan;no;1;10.0;z_Highly Rural/ Rural;16/09/2021;complet;dev_integral;332;1942;Non;Non;-;0-75k€;0-4pts
Commercial;Pickup;yes;0;1.0;z_Highly Rural/ Rural;08/12/2021;complet;dev_premium;333;1999;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Minivan;yes;6;5.0;Highly Urban/ Urban;20/05/2021;complet;dev_integral;334;1997;Non;Non;50k-75k€;0-75k€;4-8pts
Private;Sports Car;no;1;18.0;Highly Urban/ Urban;05/07/2019;incomplet;dev_premium;335;2007;Non;Oui;+100k€;+200k€;0-4pts
Private;Pickup;no;0;0.0;Highly Urban/ Urban;27/07/2021;complet;dev_express;336;1968;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;Van;no;0;13.0;Highly Urban/ Urban;06/06/2021;complet;dev_express;337;1973;Non;Non;25k-50k€;0-75k€;0-4pts
Commercial;Pickup;no;2;19.0;Highly Urban/ Urban;20/03/2021;complet;dev_integral;338;1966;Non;Non;75k-100k€;+200k€;0-4pts
Private;Minivan;yes;0;5.0;z_Highly Rural/ Rural;18/06/2021;complet;dev_express;339;1991;Non;Non;0-25k€;0-75k€;0-4pts
Private;Minivan;no;4;5.0;Highly Urban/ Urban;23/05/2020;complet;dev_express;340;1974;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;z_SUV;no;0;10.0;Highly Urban/ Urban;27/05/2019;complet;dev_integral;341;2001;Non;Non;25k-50k€;75-150k€;0-4pts
Commercial;Sports Car;no;0;15.0;Highly Urban/ Urban;06/02/2022;complet;dev_express;342;1961;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Minivan;yes;0;7.0;Highly Urban/ Urban;29/07/2021;incomplet;dev_integral;343;1954;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;4;1.0;Highly Urban/ Urban;25/05/2020;complet;dev_integral;344;1969;Non;Non;+100k€;+200k€;0-4pts
Private;Pickup;yes;7;6.0;Highly Urban/ Urban;24/05/2020;complet;dev_integral;345;1994;Non;Non;75k-100k€;+200k€;4-8pts
Commercial;Panel Truck;yes;6;19.0;Highly Urban/ Urban;04/02/2020;complet;dev_integral;346;1959;Non;Non;50k-75k€;0-75k€;4-8pts
Private;Sports Car;no;1;13.0;Highly Urban/ Urban;30/08/2019;complet;dev_premium;347;1987;Non;Oui;0-25k€;0-75k€;0-4pts
Commercial;z_SUV;no;9;7.0;Highly Urban/ Urban;20/02/2021;complet;dev_integral;348;2017;Non;Non;0-25k€;75-150k€;8-12pts
Private;Pickup;yes;3;1.0;Highly Urban/ Urban;27/11/2020;complet;dev_integral;349;1994;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Minivan;no;7;1.0;Highly Urban/ Urban;26/12/2019;complet;dev_express;350;1975;Non;Oui;0-25k€;75-150k€;4-8pts
Private;Minivan;no;0;;Highly Urban/ Urban;05/08/2021;complet;dev_integral;351;1993;Non;Non;+100k€;0-75k€;0-4pts
Private;z_SUV;no;2;14.0;Highly Urban/ Urban;09/02/2022;complet;dev_integral;352;2016;Non;Oui;75k-100k€;+200k€;0-4pts
Commercial;Panel Truck;no;2;11.0;Highly Urban/ Urban;10/09/2019;incomplet;dev_express;353;2021;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;yes;2;;Highly Urban/ Urban;23/11/2020;incomplet;dev_integral;354;1971;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Minivan;no;0;15.0;Highly Urban/ Urban;26/05/2022;complet;dev_integral;355;1967;Non;Non;+100k€;0-75k€;0-4pts
Commercial;Pickup;no;3;1.0;Highly Urban/ Urban;16/05/2019;complet;dev_integral;356;2010;Non;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;0;15.0;Highly Urban/ Urban;06/03/2021;complet;dev_integral;357;2014;Non;Non;25k-50k€;75-150k€;0-4pts
Commercial;z_SUV;no;0;7.0;z_Highly Rural/ Rural;31/08/2019;complet;dev_express;358;1949;Non;Oui;+100k€;0-75k€;0-4pts
Private;z_SUV;no;1;11.0;z_Highly Rural/ Rural;04/03/2022;complet;dev_premium;359;1988;Non;Non;50k-75k€;150-200k€;0-4pts
Private;Minivan;no;0;8.0;Highly Urban/ Urban;22/10/2020;complet;dev_integral;360;1933;Non;Non;50k-75k€;-;0-4pts
Commercial;Pickup;yes;0;3.0;Highly Urban/ Urban;21/01/2021;complet;dev_integral;361;1992;Non;Non;25k-50k€;-;0-4pts
Private;Minivan;no;2;1.0;Highly Urban/ Urban;01/01/2021;complet;dev_premium;362;1963;Non;Oui;50k-75k€;+200k€;0-4pts
Private;Sports Car;no;0;10.0;Highly Urban/ Urban;31/05/2022;complet;dev_express;363;2004;Oui;Oui;-;0-75k€;0-4pts
Commercial;Minivan;no;0;11.0;Highly Urban/ Urban;20/12/2019;complet;dev_express;364;1950;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;0;5.0;Highly Urban/ Urban;30/03/2019;incomplet;dev_integral;365;2015;Non;Oui;0-25k€;-;0-4pts
Private;Minivan;yes;4;7.0;Highly Urban/ Urban;07/02/2020;complet;dev_premium;366;1992;Non;Non;50k-75k€;0-75k€;0-4pts
Private;z_SUV;no;5;8.0;Highly Urban/ Urban;30/04/2022;complet;dev_express;367;1937;Non;Oui;0-25k€;0-75k€;4-8pts
